entity1,entity1_type,relation,entity2,entity2_type,pdf_name,source
scn1a,gene,associated with,working memory,phenotype,PMC11705410,genome- wide association studies (gwas) have also identified many other genes such as scn1a (papassotiropoulos et al. 2011) and ephx2 (zhang et al. 2022).
ephx2,gene,associated with,working memory,phenotype,PMC11705410,genome- wide association studies (gwas) have also identified many other genes such as scn1a (papassotiropoulos et al. 2011) and ephx2 (zhang et al. 2022).
abcd study,dataset,validated,novel genes,gene,PMC11705410,these novel genes were confirmed in the large- scale datasets of abcd and uk biobank.
uk biobank,dataset,validated,novel genes,gene,PMC11705410,these novel genes were confirmed in the large- scale datasets of abcd and uk biobank.
connectome,dataset,integrated with,transcriptome,dataset,PMC11705410,"here we propose a new approach to exploring the genetic mechanisms of wm by integrating connectome, transcriptome, and genome data in a high- quality dataset comprising 481 chinese healthy adults."
transcriptome,dataset,integrated with,genome,dataset,PMC11705410,"here we propose a new approach to exploring the genetic mechanisms of wm by integrating connectome, transcriptome, and genome data in a high- quality dataset comprising 481 chinese healthy adults."
genome,dataset,integrated with,connectome,dataset,PMC11705410,"here we propose a new approach to exploring the genetic mechanisms of wm by integrating connectome, transcriptome, and genome data in a high- quality dataset comprising 481 chinese healthy adults."
pna1,gene,activation,mat genes,gene,PMC11708053,pna1 was shown to be an upstream activator for mat genes and several tfs essential for ascospore production.
pna1,gene,activation,several tfs,gene,PMC11708053,pna1 was shown to be an upstream activator for mat genes and several tfs essential for ascospore production.
sub1,gene,inhibition,mat genes,gene,PMC11708053,"knockout mutants of sub1 produced excessive numbers of protoperithecia, wherein mat genes and pheromone-related genes exhibited dysregulated expression."
sub1,gene,inhibition,pheromone-related genes,gene,PMC11708053,"knockout mutants of sub1 produced excessive numbers of protoperithecia, wherein mat genes and pheromone-related genes exhibited dysregulated expression."
mat genes,gene,expression,transcriptional cascade,process,PMC11708053,"the mating-type locus (mat genes) initiates a transcriptional cascade, with pna1 identified as an upstream activator essential for early sexual development and ascospore production."
mat genes,gene,expression,pheromone-related genes,gene,PMC11708053,"knockout mutants of sub1 produced excessive numbers of protoperithecia, wherein mat genes and pheromone-related genes exhibited dysregulated expression."
transcription factors,gene,expression,sexual development,process,PMC11708053,"understanding the contributions of tfs to regulatory networks is crucial for unraveling the molecular mechanisms underlying sexual reproduction, survival strategies, and spore dispersal in fungi."
transcription factors,gene,expression,gene regulatory networks,process,PMC11708053,"understanding the contributions of tfs to regulatory networks is crucial for unraveling the molecular mechanisms underlying sexual reproduction, survival strategies, and spore dispersal in fungi."
δδmat,gene,phenotypic consequence,aborted perithecium development,phenotype,PMC11708053,"deletion of individual mat genes, such as mat1-1-1, mat1-1-2, mat1-1-3, and mat1-2-1, caused aborted perithecium development, while knockouts of mat1-2-3 produced normal perithecia."
stua,gene,phenotypic consequence,no development of perithecia,phenotype,PMC11708053,knockouts lacking stua (an ortholog of asm-1) did not develop perithecia and exhibited pleiotropic phenotypes with slower hyphal growth and delayed conidial production.
adv-1,gene,expression,sexual development,process,PMC11708053,"in contrast, sordaria strains lacking pro1, the homolog of adv-1, produce protoperithecia, suggesting its role played at later stages of female sexual development than that of adv-1."
pro44,gene,expression,submerged protoperithecia,phenotype,PMC11708053,"the pro44 and sub-1 are homologous tfs found in s. macrospora and n. crassa, respectively, whose knockouts lead to production of submerged protoperithecia in agar media."
transcription factors,gene,expression,sexual reproduction,process,PMC11708053,"understanding the contributions of tfs to regulatory networks is crucial for unraveling the molecular mechanisms underlying sexual reproduction, survival strategies, and spore dispersal in fungi."
transcription factors,gene,expression,gene regulatory networks,process,PMC11708053,"understanding the contributions of tfs to regulatory networks is crucial for unraveling the molecular mechanisms underlying sexual reproduction, survival strategies, and spore dispersal in fungi."
pna1,gene,activation,ascospore production,process,PMC11708053,pna1 was shown to be an upstream activator essential for early sexual development and ascospore production.
sub1,gene,inhibition,sexual reproduction,process,PMC11708053,"conversely, sub1 was found to play a suppressive role, with knockout mutants exhibiting excessive protoperithecia due to abnormally high expression of mat and pheromone-related genes."
mat genes,gene,expression,pheromone-related genes,gene,PMC11708053,"knockout mutants of sub1 produced excessive numbers of protoperithecia, wherein mat genes and pheromone-related genes exhibited dysregulated expression."
transcription factors,gene,expression,sexual development,process,PMC11708053,"understanding the contributions of tfs to regulatory networks is crucial for unraveling the molecular mechanisms underlying sexual reproduction, survival strategies, and spore dispersal in fungi."
transcription factors,gene,expression,gene regulatory networks,process,PMC11708053,"understanding the contributions of tfs to regulatory networks is crucial for unraveling the molecular mechanisms underlying sexual reproduction, survival strategies, and spore dispersal in fungi."
δδmat,gene,phenotypic consequence,aborted perithecium development,phenotype,PMC11708053,"deletion of individual mat genes, such as mat1-1-1, mat1-1-2, mat1-1-3, and mat1-2-1, caused aborted perithecium development, while knockouts of mat1-2-3 produced normal perithecia."
stua,gene,phenotypic consequence,no development of perithecia,phenotype,PMC11708053,knockouts lacking stua (an ortholog of asm-1) did not develop perithecia and exhibited pleiotropic phenotypes with slower hyphal growth and delayed conidial production.
adv-1,gene,expression,sexual development,process,PMC11708053,"in contrast, sordaria strains lacking pro1, the homolog of adv-1, produce protoperithecia, suggesting its role played at later stages of female sexual development than that of adv-1."
pro44,gene,expression,submerged protoperithecia,phenotype,PMC11708053,"the pro44 and sub-1 are homologous tfs found in s. macrospora and n. crassa, respectively, whose knockouts lead to production of submerged protoperithecia in agar media."
transcription factors,gene,expression,sexual reproduction,process,PMC11708053,"understanding the contributions of tfs to regulatory networks is crucial for unraveling the molecular mechanisms underlying sexual reproduction, survival strategies, and spore dispersal in fungi."
transcription factors,gene,expression,gene regulatory networks,process,PMC11708053,"understanding the contributions of tfs to regulatory networks is crucial for unraveling the molecular mechanisms underlying sexual reproduction, survival strategies, and spore dispersal in fungi."
pna1,gene,activation,ascospore production,process,PMC11708053,pna1 was shown to be an upstream activator essential for early sexual development and ascospore production.
sub1,gene,inhibition,sexual reproduction,process,PMC11708053,"conversely, sub1 was found to play a suppressive role, with knockout mutants exhibiting excessive protoperithecia due to abnormally high expression of mat and pheromone-related genes."
mat genes,gene,expression,pheromone-related genes,gene,PMC11708053,"knockout mutants of sub1 produced excessive numbers of protoperithecia, wherein mat genes and pheromone-related genes exhibited dysregulated expression."
exome sequencing (es),technique,missing interaction,known js genes,genes,PMC11711660,"despite exome sequencing (es), several patients remain undiagnosed."
copy number variants (cnvs),variants,molecular interaction or relation,known js genes,genes,PMC11711660,identified cnvs were validated either by quantitative real-time pcr or chromosomal microarray analysis.
intronic variants,variants,molecular interaction or relation,known js genes,genes,PMC11711660,raw es data searching for copy number variants (cnvs) and intronic variants affecting splicing.
splicing variants,variants,molecular interaction or relation,known js genes,genes,PMC11711660,splicing variants were validated through rt-pcr or minigenes.
cryptic variants,variants,missing interaction,known js genes,genes,PMC11711660,cryptic variants were then searched in additional 44 es-negative js individuals.
phenotypic consequences,phenotypes,phenotypic consequence,joubert syndrome,disease,PMC11711660,"despite extensive sequencing of known genes through next-generation sequencing (ngs)-based targeted panels or exome sequencing (es), distinct genomic rearrangements, intronic variants disrupting splicing, and variants in regulatory regions affecting gene expression."
splicing defects,phenotypes,phenotypic consequence,joubert syndrome,disease,PMC11711660,functional studies confirmed defective splicing for all but one candidate variant.
minigene experiments,techniques,indirect effect on gene expression,splicing variants,variants,PMC11711660,"minigene experiments were set up, as previously described."
rna sequencing,techniques,indirect effect on gene expression,splicing variants,variants,PMC11711660,"rna was extracted, retrotranscribed, a pcr was performed on cdna using plasmid-specific primers and run on agarose gel as described above."
splicing mutations,variants,molecular interaction or relation,known js genes,genes,PMC11711660,splicing mutations in joubert syndrome type 31.
phosphorylation,post-translational modification,phosphorylation,proteins,proteins,PMC11711660,"phosphorylation of specific amino acid residues on a substrate protein by a kinase, typically altering its activity or interactions."
dephosphorylation,post-translational modification,dephosphorylation,proteins,proteins,PMC11711660,"enzymatic removal of a phosphate group from a phosphorylated protein by a phosphatase, reversing the effects of phosphorylation."
ubiquitination,post-translational modification,ubiquitination,proteins,proteins,PMC11711660,"covalent attachment of ubiquitin to a substrate protein via an enzyme cascade, often marking it for proteasomal degradation or altering its localization or function."
glycosylation,post-translational modification,glycosylation,proteins,proteins,PMC11711660,"addition of carbohydrate chains to a protein, affecting its folding, stability, secretion, or recognition."
methylation,post-translational modification,methylation,proteins,proteins,PMC11711660,"transfer of a methyl group to arginine or lysine residues on a protein by methyltransferases, regulating protein–protein interactions or chromatin state."
activation,interaction,activation,proteins,proteins,PMC11711660,enhancement of functional activity of another protein by inducing a conformational change.
inhibition,interaction,inhibition,proteins,proteins,PMC11711660,direct regulatory interaction that decreases or blocks the functional activity of a target protein.
indirect effect,interaction,indirect effect,proteins,proteins,PMC11711660,regulatory influence exerted through one or more intermediate factors without direct binding to the final target.
state change,interaction,state change,proteins,proteins,PMC11711660,conformational or chemical state alteration of a molecule.
binding/association,interaction,binding/association,proteins,proteins,PMC11711660,reversible non-covalent assembly of two or more molecules into a complex.
dissociation,interaction,dissociation,proteins,proteins,PMC11711660,separation of a previously formed complex into independent molecular units.
complex formation,interaction,complex formation,proteins,proteins,PMC11711660,assembly of three or more components into a stable multi-protein complex.
expression,gene regulation,expression,genes,genes,PMC11711660,direct up-regulation of target gene transcription or translation by a regulatory molecule.
repression,gene regulation,repression,genes,genes,PMC11711660,direct down-regulation of target gene transcription or translation by a regulatory molecule.
expression via enzyme,gene regulation,expression via enzyme,genes,genes,PMC11711660,indirect promotion of gene transcription by an enzyme through chromatin modification.
indirect effect on gene expression,gene regulation,indirect effect on gene expression,genes,genes,PMC11711660,regulation of gene expression through intermediate steps without direct binding to dna or promoters.
sequential enzymatic reactions,metabolic pathway,sequential enzymatic reactions,metabolites,metabolites,PMC11711660,two successive catalytic steps in a metabolic pathway where the product of one enzyme serves as the substrate for the next.
subcellular targeting,transport,subcellular targeting,molecules,molecules,PMC11711660,directional transport of molecules to specific intracellular compartments.
glycation,post-translational modification,glycation,proteins,proteins,PMC11711660,non-enzymatic covalent modification of proteins by reducing sugars.
structural support,domain,structural support,proteins,proteins,PMC11711660,a structural feature of a molecule that enables or enhances its functional activity.
localization,cell biology,localization,molecules,molecules,PMC11711660,determines the spatial distribution of molecules within cells.
hydrolysis,enzymatic reaction,hydrolysis,substrates,substrates,PMC11711660,"enzymatic cleavage of β-(1,4) glycosidic bonds in bacterial peptidoglycan by lysozyme."
structural perturbation,mutation,structural perturbation,proteins,proteins,PMC11711660,mutations causing structural deviations in the β-domain leading to altered backbone dynamics.
thermoregulatory effect,physiological effect,thermoregulatory effect,temperature,temperature,PMC11711660,"reduction in scrotal subcutaneous temperature via shade access, leading to improved sperm quality."
produce,catalysis,produce,metabolites,metabolites,PMC11711660,catalytic generation of a molecule or a functional factor.
absence,gene expression,absence,gene expression,gene expression,PMC11711660,loss of molecular expression.
marker for,diagnostic indicator,marker for,phenotypes,phenotypes,PMC11711660,diagnostic indicator linked to specific phenotypes.
catalysis,enzymatic reaction,catalysis,substrates,substrates,PMC11711660,enzymatic conversion of substrates.
phenotypic consequence,phenotype,phenotypic consequence,disease,disease,PMC11711660,observable outcome of molecular perturbations.
protection,interaction,protection,cellular components,cellular components,PMC11711660,direct safeguarding of cellular components.
reduction,concentration change,reduction,molecular levels,molecular levels,PMC11711660,decrease in molecular or metabolite levels due to external factors.
impairment,functional decline,impairment,biological processes,biological processes,PMC11711660,functional decline in biological processes or structures.
correlation,statistical association,correlation,entities,entities,PMC11711660,statistical association between two entities without direct mechanistic interaction.
promotion,interaction,promotion,processes,processes,PMC11711660,enhancement of amyloid fibril formation through interaction with exogenous substances.
bcl6,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,the gene mutation detected in this study may facilitate the pathogenesis of dpl.
atm,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,the gene mutation detected in this study may facilitate the pathogenesis of dpl.
bcl6,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"whole-exome sequencing (wes) results of the patient and his parents revealed that he had the following heterozygous variants of bcl6: nm_001706: exon5: c. a463g (p.m155v), and the following heterozygous variants of atm: nm_000051: exon3: c.a107g (p.d36g) (fig. 3a and b and supplementary material)."
atm,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"whole-exome sequencing (wes) results of the patient and his parents revealed that he had the following heterozygous variants of bcl6: nm_001706: exon5: c. a463g (p.m155v), and the following heterozygous variants of atm: nm_000051: exon3: c.a107g (p.d36g) (fig. 3a and b and supplementary material)."
bcl6,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"bcl6 is located at chromosome 3, which belongs to the anti-apoptotic family and is the main regulatory factor of b cells in the germinal center; it directly regulates target genes to maintain cell activation, differentiation, apoptosis, proliferation and dna damage response, which appears to be a common oncogene of cancer occurs in lymphoid organs."
atm,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"atm is located at chromosome 11q22-23 bands, and the germline mutations are responsible for ataxis-telangiectasia, a rare autosomal recessive disorder associated with a high incidence of childhood leukemias and lymphomas."
bcl6,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"moreover, we considered that the participation of the bcl6 and atm mutation may play a role in the pathogenesis of dpl."
atm,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"moreover, we considered that the participation of the bcl6 and atm mutation may play a role in the pathogenesis of dpl."
bcl6,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"the patient and his mother exhibited the same mutations of the disease; however, the clinical phenotype of the mother was negative."
atm,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"the patient and his mother exhibited the same mutations of the disease; however, the clinical phenotype of the mother was negative."
bcl6,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"as such, people carrying the same genetic mutation without similar external phenotype are not uncommon."
atm,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"as such, people carrying the same genetic mutation without similar external phenotype are not uncommon."
bcl6,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"therefore, more numbers of studies are required to elucidate both genes’ roles in the pathogenesis of dpl."
atm,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"therefore, more numbers of studies are required to elucidate both genes’ roles in the pathogenesis of dpl."
bcl6,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"bcl6 is located at chromosome 3, which belongs to the anti-apoptotic family and is the main regulatory factor of b cells in the germinal center; it directly regulates target genes to maintain cell activation, differentiation, apoptosis, proliferation and dna damage response, which appears to be a common oncogene of cancer occurs in lymphoid organs."
atm,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"atm is located at chromosome 11q22-23 bands, and the germline mutations are responsible for ataxis-telangiectasia, a rare autosomal recessive disorder associated with a high incidence of childhood leukemias and lymphomas."
bcl6,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"moreover, we considered that the participation of the bcl6 and atm mutation may play a role in the pathogenesis of dpl."
atm,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"moreover, we considered that the participation of the bcl6 and atm mutation may play a role in the pathogenesis of dpl."
bcl6,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"the patient and his mother exhibited the same mutations of the disease; however, the clinical phenotype of the mother was negative."
atm,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"the patient and his mother exhibited the same mutations of the disease; however, the clinical phenotype of the mother was negative."
bcl6,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"as such, people carrying the same genetic mutation without similar external phenotype are not uncommon."
atm,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"as such, people carrying the same genetic mutation without similar external phenotype are not uncommon."
bcl6,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"therefore, more numbers of studies are required to elucidate both genes’ roles in the pathogenesis of dpl."
atm,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"therefore, more numbers of studies are required to elucidate both genes’ roles in the pathogenesis of dpl."
bcl6,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"bcl6 is located at chromosome 3, which belongs to the anti-apoptotic family and is the main regulatory factor of b cells in the germinal center; it directly regulates target genes to maintain cell activation, differentiation, apoptosis, proliferation and dna damage response, which appears to be a common oncogene of cancer occurs in lymphoid organs."
atm,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"atm is located at chromosome 11q22-23 bands, and the germline mutations are responsible for ataxis-telangiectasia, a rare autosomal recessive disorder associated with a high incidence of childhood leukemias and lymphomas."
bcl6,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"moreover, we considered that the participation of the bcl6 and atm mutation may play a role in the pathogenesis of dpl."
atm,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"moreover, we considered that the participation of the bcl6 and atm mutation may play a role in the pathogenesis of dpl."
bcl6,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"the patient and his mother exhibited the same mutations of the disease; however, the clinical phenotype of the mother was negative."
atm,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"the patient and his mother exhibited the same mutations of the disease; however, the clinical phenotype of the mother was negative."
bcl6,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"as such, people carrying the same genetic mutation without similar external phenotype are not uncommon."
atm,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"as such, people carrying the same genetic mutation without similar external phenotype are not uncommon."
bcl6,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"therefore, more numbers of studies are required to elucidate both genes’ roles in the pathogenesis of dpl."
atm,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"therefore, more numbers of studies are required to elucidate both genes’ roles in the pathogenesis of dpl."
bcl6,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"bcl6 is located at chromosome 3, which belongs to the anti-apoptotic family and is the main regulatory factor of b cells in the germinal center; it directly regulates target genes to maintain cell activation, differentiation, apoptosis, proliferation and dna damage response, which appears to be a common oncogene of cancer occurs in lymphoid organs."
atm,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"atm is located at chromosome 11q22-23 bands, and the germline mutations are responsible for ataxis-telangiectasia, a rare autosomal recessive disorder associated with a high incidence of childhood leukemias and lymphomas."
bcl6,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"moreover, we considered that the participation of the bcl6 and atm mutation may play a role in the pathogenesis of dpl."
atm,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"moreover, we considered that the participation of the bcl6 and atm mutation may play a role in the pathogenesis of dpl."
bcl6,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"the patient and his mother exhibited the same mutations of the disease; however, the clinical phenotype of the mother was negative."
atm,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"the patient and his mother exhibited the same mutations of the disease; however, the clinical phenotype of the mother was negative."
bcl6,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"as such, people carrying the same genetic mutation without similar external phenotype are not uncommon."
atm,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"as such, people carrying the same genetic mutation without similar external phenotype are not uncommon."
bcl6,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"therefore, more numbers of studies are required to elucidate both genes’ roles in the pathogenesis of dpl."
atm,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"therefore, more numbers of studies are required to elucidate both genes’ roles in the pathogenesis of dpl."
bcl6,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"bcl6 is located at chromosome 3, which belongs to the anti-apoptotic family and is the main regulatory factor of b cells in the germinal center; it directly regulates target genes to maintain cell activation, differentiation, apoptosis, proliferation and dna damage response, which appears to be a common oncogene of cancer occurs in lymphoid organs."
atm,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"atm is located at chromosome 11q22-23 bands, and the germline mutations are responsible for ataxis-telangiectasia, a rare autosomal recessive disorder associated with a high incidence of childhood leukemias and lymphomas."
bcl6,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"moreover, we considered that the participation of the bcl6 and atm mutation may play a role in the pathogenesis of dpl."
atm,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"moreover, we considered that the participation of the bcl6 and atm mutation may play a role in the pathogenesis of dpl."
bcl6,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"the patient and his mother exhibited the same mutations of the disease; however, the clinical phenotype of the mother was negative."
atm,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"the patient and his mother exhibited the same mutations of the disease; however, the clinical phenotype of the mother was negative."
bcl6,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"as such, people carrying the same genetic mutation without similar external phenotype are not uncommon."
atm,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"as such, people carrying the same genetic mutation without similar external phenotype are not uncommon."
bcl6,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"therefore, more numbers of studies are required to elucidate both genes’ roles in the pathogenesis of dpl."
atm,gene,molecular interaction or relation,diffuse pulmonary lymphangiomatosis,disease,PMC11817988,"therefore, more numbers of studies are required to elucidate both genes’ roles in the pathogenesis of dpl."
 spike protein , protein , binding/association , ace2 receptor , protein ,PMC11818319," the spike (s) protein is the primary target for neutralizing antibodies and vaccines. this protein is a vital focus for the creation of diagnostics, treatments, and vaccines. "
 spike protein , protein , binding/association , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 alpha variant , disease , increased transmissibility , previous strains , disease ,PMC11818319, the alpha variant demonstrated a substantial increase in transmissibility compared to previous strains. 
 alpha variant , disease , increased virulence , previous strains , disease ,PMC11818319," the alpha variant may be more transmissible than the original sars-cov-2 lineage, becoming the dominant strain in the united kingdom by the first quarter of 2021. "
 alpha variant , disease , immune evasion , host immune system , protein ,PMC11818319," the δ69–70 deletion is associated with immune evasion, allowing the virus to partially escape detection by the immune system. "
 beta variant , disease , immune evasion , neutralizing antibodies , protein ,PMC11818319," the beta variant exhibited a significant ability to evade immunity, posing challenges to vaccine effectiveness and increasing the risk of reinfection. "
 gamma variant , disease , immune evasion , neutralizing antibodies , protein ,PMC11818319," the gamma variant has not demonstrated significantly increased virulence compared to other variants, but its immune evasion capabilities have led to extended periods of transmission. "
 delta variant , disease , increased transmissibility , previous strains , disease ,PMC11818319, the delta variant demonstrated increased transmissibility compared to previous strains. 
 omicron variant , disease , increased transmissibility , previous strains , disease ,PMC11818319, the omicron variant demonstrated increased transmissibility compared to previous strains. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is the primary target for neutralizing antibodies and vaccines. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is the primary target for neutralizing antibodies and vaccines. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is the primary target for neutralizing antibodies and vaccines. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is the primary target for neutralizing antibodies and vaccines. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is the primary target for neutralizing antibodies and vaccines. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is the primary target for neutralizing antibodies and vaccines. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is the primary target for neutralizing antibodies and vaccines. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is the primary target for neutralizing antibodies and vaccines. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is the primary target for neutralizing antibodies and vaccines. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is the primary target for neutralizing antibodies and vaccines. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is the primary target for neutralizing antibodies and vaccines. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is the primary target for neutralizing antibodies and vaccines. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is the primary target for neutralizing antibodies and vaccines. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is the primary target for neutralizing antibodies and vaccines. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
 spike protein , protein , mutation , ace2 receptor , protein ,PMC11818319, the spike protein is present on the virus’s surface as a key antigen and triggers neutralizing antibody responses. 
